"Comment","Class"
"Hi Goodafternoon,please call me from after 17:00 hrs in the evening i would like to know the proceedures and everything","false"
"90 days visa application","false"
"For work","false"
"I have submitted my US visa application and need support for early appointment","false"
"Hazi Nayem","false"
"i want to apply visa for my kids, me and my wife both have US Visa","false"
"انا مقيم في الامارات واسمي بشار نذير مطيع انا يرغب الى السفاره باي بلد من موقع جيد مساعده","false"
"\nАрамзамзам","false"
"I have been trying to get an appointment 6 months ago. Can you please help me out getting one","false"
"i need a visit visa","false"
"Hi sir, I want work visa, may you provide this chance to get it","false"
"I want to know about working visa in dubai. I want to go with my wife.","false"
"هانى عيسى يوسف","false"
"123123123","false"
"I would like to get work visa to Poland","false"
"Appeal on Swz visa","false"
"Me join your company","false"
"hlo","false"
"Ok","false"
"tourist visa to france","false"
"I like to get a us visa soon for travel","false"
"I need work visa","false"
"I need to use cafe vpn","false"
"I need book appointment","false"
"Hi ,still waiting to have appointment for German Visa","false"
"i wanna shengen visa with many entries","false"
"I would like to renew my US visa, it expired Dec 2023. Look forward to your call back. Thanks","true"
"I want to ask a security guard","false"
"Iam artist decor designer","false"
"Только вотсап","false"
"Hi sir I need a American visa without bank statements","false"
"Appointment to German embassy UAE","false"
"How can i check if my visa is under process","false"
"Hi,\n\nI want to get Schengen visa for my family, spouse and 2 kids. I already have an active schengen visa.\n\nWe are looking to travel to france.","false"
"Need visa","false"
"Azizur","false"
"We have received offer from UK university and we want consultation for student VISA.","false"
"I am in Abu Dhabi, Pakistani resident expat. I need to go to China on Business Vist. What support you provide in getting visa? Thanks","false"
"Hey there, I need to go to Italy for a wedding at 26th of Sep. Could I be possible to have visa before that?","false"
"Hello Hawari you my Name Ej Maruf Ahmed I ned Loqsam var Warc Pamit Visa I jabe Daibig Ok Tagqiyou","false"
"Hi i am looking to move from abu dhabi to eroupe .plesae suggest me avaible counteries right now .","false"
"i need visa tourist","false"
"Visit Visa","true"
"Physiotherapist with valid physiotherapy license from USA seeks job visa from prospective employers","false"
"test","false"
"need to visit canada on work visa","false"
"I need a visa for cars business","false"
"Good morning i am looking for someone who guide me to reach europe","false"
"Добрый дкеь. Подскажите стоимость оформления Виза цифрового кочевника и Визы для фрилансера. Писала в WhatsApp, не отвечаете.","false"
"Syrian to visit France","false"
"I WOULD LIKE TO APPLU FOR CANADA VISIT VISA","false"
"U A E","false"
"123123123","false"
"I need some assistance in getting a visa on the below countries, which will allow me to travel due to some company related meetings. London, France, Italy and Spain. what will be the requirements needed.","true"
"Need work permit","false"
"Schengen visa (tourist) assistance (Netherlands)","false"
"I wants to work in ASA.i like this country","false"
"I want to apply for a US visa but I didn’t travel to any other countries.","false"
"Short Stay Visa - from Nov 2024","false"
"Wire house work","false"
"Писать в Воцап, пожалуйста. Нужна виза в Японию до 3 октября","false"
"Dubai","false"
"I have 2 years of career experience\n2 years driving experience","false"
"Hi! I would love to know more on how can I obtain work permit/ student visa.","false"
"Test form","false"
"need to inquire and apply usa tourist visa","false"
"Hi i like to apply for 5 year visa","false"
"visit\n","false"
"I need Business travel visa to Greece\n","false"
"I need Visa","false"
"ASAP","false"
"I need details","false"
"I need work visa","false"
"Plan for a family trip in Oct. in Paris with my husband and daughter.","false"
"Poland Visa","false"
"My personal watsapp number 9059174115 pls contact me sir/mam","false"
"эта мая мама лижала 3 раза в балинце если ей плоха былабы мне сказалибы врачи но ана всё врёт с грузинамы здес а зачем мне астанавили фээзбук или в тв пирвели што я написал и патаму здес умирают мальчики езиды а эти суки милиция всё харашо знают","false"
"test","false"
"Call me anytime","false"
"Mujy visa cheya sir","false"
"Midhun","false"
"Need tourist visa to Austria","false"
"Paking helpar","false"
"I need a work","false"
"schengen visa","true"
"I need to apply for Portugal Business Visa","false"
"Need tourist visa","true"
"Italy visit visa accept \n","false"
"i need hungry tourist for 2 persons \nme and my wife , currently i am working in Dubai Airport .","false"
"Need schengen visa","false"
"My name is Jerome Samuel come from languriya basing UAE I\\'m looking for Compton sponsor visa I\\'m working as mechanic full mechanic","false"
"Visa to spain tourist","false"
"ارغب بالذهاب الي كندا\nللدراسة","false"
"Can you support with visa to Spain?","false"
"I like to come","false"
"нужна консультация по визе в юк","false"
"Iwant work permit itali","false"
"UK VISA 6 MONTH ENQUIRY","false"
"I want change my life doing work in uk\nPls help me how to tervel","false"
"Hey i want chine visit vista kindly share doc and fees details thank you","false"
"what are the procedures for US touristvisa for Indians residing in UAE","false"
"Schengen visa required. What are your charges.","false"
"Im looking to get US visa for myself","false"
"I need visit visa","false"
"Yes","false"
"I need to enquire about USA visa","false"
"I am looking for Poland Visa for travel between 23-Sep-24 to 28-Sep-24 on Business. Can you help?","false"
"Hi","false"
"Travel 30/10/2024","false"
"Assistance for tourist visa to China. Colombian passport","false"
"I just wanna know about the visa process of Uk from 2025 April 10 to April 19","false"
"Hi, my husband currently holds a valid US visa B1/B2 which he obtained in May 2024, however currently in his recent travel, the passport document has been completely damaged (water leak) and this affected the visa page. He is holder of Indian Passport and would like to know what is the process to get the US visa re stamped on his new passport. SInce we already made plan for December travel appreciate to hear from youll on the solution you can offer.","false"
"i need schengen \n","false"
"0096894533963","false"
"I need a work permit","false"
"Hi shekanna here \nfor participating in the two rounds of interviews I wanted to follow up regarding the status of my application I appreciate the opportunity to interview and am eager to hear any updates you might have.\nThank you for your time, and I look forward to your response.","false"
